Timestamp	Scenario	ECT	domContentLoaded	domComplete
1532862106709	 /without-lazy-loading/	 4g	523,400000005495	1074,59999999264
1532862107779	 /without-lazy-loading/	 4g	465,800000005402	971,500000014203
1532862108807	 /without-lazy-loading/	 4g	427,100000000792	956,600000004983
1532862110043	 /without-lazy-loading/	 4g	663,799999980256	1181,5999999817
1532862111128	 /without-lazy-loading/	 4g	274,800000013784	923,600000009174
1532862111813	 /without-lazy-loading/	 4g	94,2999999970198	402,299999987008
1532862113284	 /without-lazy-loading/	 4g	339,200000016717	975,399999995716
1532862114391	 /without-lazy-loading/	 4g	359,20000000624	998,599999991711
1532862115583	 /without-lazy-loading/	 4g	463,300000003073	1100,39999999572
1532862116570	 /without-lazy-loading/	 4g	282,79999998631	851,799999974901
1532862117685	 /without-lazy-loading/	 4g	443,599999998696	996,099999989383
1532862118848	 /without-lazy-loading/	 4g	456,599999975879	1066,39999998151
1532862119800	 /without-lazy-loading/	 4g	379,000000015367	886,300000012852
1532862121099	 /without-lazy-loading/	 4g	452,40000000922	1178,40000000433
1532862122366	 /without-lazy-loading/	 4g	361,999999993714	877,099999983329
1532862123500	 /without-lazy-loading/	 4g	198,600000003353	864,400000020396
1532862124406	 /without-lazy-loading/	 4g	309,200000017881	792,400000005728
1532862125491	 /without-lazy-loading/	 4g	497,499999997672	1032,50000000116
1532862126434	 /without-lazy-loading/	 4g	282,400000025518	862,500000017462
1532862127594	 /without-lazy-loading/	 4g	380,499999999302	1002,50000000233
1532862128731	 /without-lazy-loading/	 4g	278,200000000652	909,199999994598
1532862130021	 /without-lazy-loading/	 4g	259,300000005169	929,60000000312
1532862131125	 /without-lazy-loading/	 4g	312,599999975646	912,899999995716
1532862132159	 /without-lazy-loading/	 4g	391,499999997905	947,799999994459
1532862133526	 /without-lazy-loading/	 4g	367,599999997765	870,799999975134
1532862134605	 /without-lazy-loading/	 4g	381,300000008196	1016,60000000265
1532862135813	 /without-lazy-loading/	 4g	344,300000026124	1007,70000001648
1532862136704	 /without-lazy-loading/	 4g	234,400000015739	760,100000014063
1532862137865	 /without-lazy-loading/	 4g	505,600000004051	1100,80000001472
1532862139007	 /without-lazy-loading/	 4g	369,700000010198	925,300000002608
1532862140091	 /without-lazy-loading/	 4g	345,499999995809	822,39999997546
1532862141172	 /without-lazy-loading/	 4g	464,399999997113	1015,40000000387
1532862142425	 /without-lazy-loading/	 4g	284,599999984493	821,999999985565
1532862143748	 /without-lazy-loading/	 4g	316,300000005867	908,599999995204
1532862144953	 /without-lazy-loading/	 4g	355,499999976018	1120,79999997513
1532862146073	 /without-lazy-loading/	 4g	248,099999997066	920,299999997951
1532862147116	 /without-lazy-loading/	 4g	315,500000026077	862,300000007963
1532862148233	 /without-lazy-loading/	 4g	278,800000000047	1045,49999997835
1532862149391	 /without-lazy-loading/	 4g	407,399999996414	1003,20000000647
1532862150621	 /without-lazy-loading/	 4g	258,00000000163	803,699999989476
1532862151604	 /without-lazy-loading/	 4g	332,499999989523	929,899999988265
1532862152748	 /without-lazy-loading/	 4g	511,400000017602	1084,30000001681
1532862153872	 /without-lazy-loading/	 4g	265,099999989616	884,699999995064
1532862155142	 /without-lazy-loading/	 4g	456,899999990128	1209,49999999721
1532862156298	 /without-lazy-loading/	 4g	319,900000002235	894,700000004377
1532862157661	 /without-lazy-loading/	 4g	446,999999985565	1262,19999999739
1532862159346	 /without-lazy-loading/	 4g	781,500000011874	1495,59999999474
1532862160883	 /without-lazy-loading/	 4g	456,600000004983	1352,10000001825
1532862162548	 /without-lazy-loading/	 4g	483,500000002096	1371,70000001788
1532862164074	 /without-lazy-loading/	 4g	586,999999999534	1127,29999999283
1532862165369	 /without-lazy-loading/	 4g	535,800000012387	1217,70000000834
1532862166732	 /without-lazy-loading/	 4g	508,600000001024	1245,69999999949
1532862167820	 /without-lazy-loading/	 4g	224,099999992177	947,400000004564
1532862168985	 /without-lazy-loading/	 4g	355,499999976018	1092,39999999409
1532862170149	 /without-lazy-loading/	 4g	418,999999994412	1066,00000002072
1532862171107	 /without-lazy-loading/	 4g	302,399999985937	866,799999988871
1532862172217	 /without-lazy-loading/	 4g	375,499999994645	979,599999991478
1532862173485	 /without-lazy-loading/	 4g	535,499999998137	1124,10000001546
1532862208642	 /without-lazy-loading/	 4g	642,299999977695	1465,3999999864
1532862211172	 /without-lazy-loading/	 4g	277,700000006007	948,800000012852
1532862215818	 /without-lazy-loading/	 4g	369,800000014948	905,400000017835
1532862217921	 /without-lazy-loading/	 4g	311,100000020815	880,100000009406
1532862288360	 /without-lazy-loading/	 3g	858,99999999674	33440,2999999875
1532862322969	 /without-lazy-loading/	 3g	851,599999994505	33423,6999999848
1532862357702	 /without-lazy-loading/	 3g	854,500000015833	33458,2000000228
1532862392419	 /without-lazy-loading/	 3g	892,699999996694	33475,2000000153
1532862427083	 /without-lazy-loading/	 3g	868,09999999241	33431,7999999912
1532862461798	 /without-lazy-loading/	 3g	765,89999999851	33445,1999999874
1532862496464	 /without-lazy-loading/	 3g	790,799999987939	33455,7999999961
1532862531060	 /without-lazy-loading/	 3g	797,49999998603	33413,3999999904
1532862565763	 /without-lazy-loading/	 3g	813,600000023143	33455,5000000109
1532862732326	 /without-lazy-loading/	 2g	2259,09999999567	123014,49999999
1532862859449	 /without-lazy-loading/	 2g	2394,29999998538	123012,099999993
1532862986655	 /without-lazy-loading/	 2g	2253,50000002072	123043,5
1532863113907	 /without-lazy-loading/	 2g	2277,70000000601	123064,799999993
1532863240998	 /without-lazy-loading/	 2g	2260,9999999986	123010,099999985
1532863368232	 /without-lazy-loading/	 2g	2317,7999999898	123075,299999997
1532864611835	 /without-lazy-loading/	 slow-2g	3109,29999998189	989635,399999999
1532865606012	 /without-lazy-loading/	 slow-2g	2868,40000000666	989631,900000008
1532866600430	 /without-lazy-loading/	 slow-2g	3094,89999999641	989855,700000015
1532866714235	 /lazy-loading-with-intersection-observer-api/	 4g	201,499999995576	632,10000001709
1532866714970	 /lazy-loading-with-intersection-observer-api/	 4g	276,899999997113	624,299999995856
1532866715619	 /lazy-loading-with-intersection-observer-api/	 4g	172,600000019884	546,70000000624
1532866716286	 /lazy-loading-with-intersection-observer-api/	 4g	230,899999995017	574,599999992643
1532866716987	 /lazy-loading-with-intersection-observer-api/	 4g	263,000000006286	655,499999993481
1532866717527	 /lazy-loading-with-intersection-observer-api/	 4g	179,70000000787	452,40000000922
1532866718210	 /lazy-loading-with-intersection-observer-api/	 4g	238,799999991897	564,799999992829
1532866719029	 /lazy-loading-with-intersection-observer-api/	 4g	292,100000020582	693,900000012945
1532866719628	 /lazy-loading-with-intersection-observer-api/	 4g	185,399999987567	500,099999975646
1532866720271	 /lazy-loading-with-intersection-observer-api/	 4g	224,599999986822	545,400000002701
1532866721032	 /lazy-loading-with-intersection-observer-api/	 4g	295,400000002701	661,400000011781
1532866721789	 /lazy-loading-with-intersection-observer-api/	 4g	268,000000010943	658,999999985099
1532866751826	 /lazy-loading-with-intersection-observer-api/	 4g	343,000000022585	734,000000025844
1532866752628	 /lazy-loading-with-intersection-observer-api/	 4g	271,799999987707	714,899999991758
1532866753466	 /lazy-loading-with-intersection-observer-api/	 4g	254,799999995157	750,399999989895
1532866754207	 /lazy-loading-with-intersection-observer-api/	 4g	247,799999982817	631,899999978486
1532866755065	 /lazy-loading-with-intersection-observer-api/	 4g	162,599999981467	770,999999978812
1532866755947	 /lazy-loading-with-intersection-observer-api/	 4g	268,899999995483	752,599999977974
1532866756742	 /lazy-loading-with-intersection-observer-api/	 4g	313,099999999395	726,500000018859
1532866757657	 /lazy-loading-with-intersection-observer-api/	 4g	333,600000012666	812,200000014855
1532866758379	 /lazy-loading-with-intersection-observer-api/	 4g	279,999999998836	656,79999999702
1532866759143	 /lazy-loading-with-intersection-observer-api/	 4g	282,999999995809	723,700000002282
1532866759915	 /lazy-loading-with-intersection-observer-api/	 4g	187,999999994645	681,799999991199
1532866760969	 /lazy-loading-with-intersection-observer-api/	 4g	330,400000006193	906,59999998752
1532866761643	 /lazy-loading-with-intersection-observer-api/	 4g	271,000000007916	614,200000010897
1532866762374	 /lazy-loading-with-intersection-observer-api/	 4g	239,400000020396	634,700000024168
1532866763113	 /lazy-loading-with-intersection-observer-api/	 4g	234,499999991385	627,299999992829
1532866763831	 /lazy-loading-with-intersection-observer-api/	 4g	241,800000017975	624,600000010105
1532866764523	 /lazy-loading-with-intersection-observer-api/	 4g	247,200000012526	611,700000008568
1532866765171	 /lazy-loading-with-intersection-observer-api/	 4g	198,999999993248	528,800000000047
1532866765930	 /lazy-loading-with-intersection-observer-api/	 4g	280,199999979232	670,799999992596
1532866766639	 /lazy-loading-with-intersection-observer-api/	 4g	233,000000007451	613,600000011502
1532866767209	 /lazy-loading-with-intersection-observer-api/	 4g	253,199999977369	521,199999988312
1532866767863	 /lazy-loading-with-intersection-observer-api/	 4g	200,200000021141	560,599999997066
1532866768693	 /lazy-loading-with-intersection-observer-api/	 4g	253,299999982119	714,999999996508
1532866769431	 /lazy-loading-with-intersection-observer-api/	 4g	287,099999986822	663,70000000461
1532866770073	 /lazy-loading-with-intersection-observer-api/	 4g	207,699999999022	549,700000003213
1532866770807	 /lazy-loading-with-intersection-observer-api/	 4g	194,40000000759	634,799999999814
1532866771461	 /lazy-loading-with-intersection-observer-api/	 4g	260,899999993853	576,700000005076
1532866772194	 /lazy-loading-with-intersection-observer-api/	 4g	244,600000005448	640,00000001397
1532866772940	 /lazy-loading-with-intersection-observer-api/	 4g	272,200000006706	642,300000006799
1532866773714	 /lazy-loading-with-intersection-observer-api/	 4g	220,300000015413	677,400000015041
1532866774435	 /lazy-loading-with-intersection-observer-api/	 4g	234,10000000149	659,799999993993
1532866775229	 /lazy-loading-with-intersection-observer-api/	 4g	236,799999984214	646,999999997206
1532866775921	 /lazy-loading-with-intersection-observer-api/	 4g	298,900000023423	640,300000028219
1532866776615	 /lazy-loading-with-intersection-observer-api/	 4g	211,499999975786	596,599999989849
1532866777308	 /lazy-loading-with-intersection-observer-api/	 4g	232,500000012806	614,700000005541
1532866777845	 /lazy-loading-with-intersection-observer-api/	 4g	230,999999999767	441,300000005867
1532866778627	 /lazy-loading-with-intersection-observer-api/	 4g	326,600000000326	713,400000007823
1532866779270	 /lazy-loading-with-intersection-observer-api/	 4g	196,800000005169	553,599999984726
1532866779992	 /lazy-loading-with-intersection-observer-api/	 4g	237,299999978859	625,99999998929
1532866780764	 /lazy-loading-with-intersection-observer-api/	 4g	233,500000002095	664,199999999255
1532866781422	 /lazy-loading-with-intersection-observer-api/	 4g	258,300000015879	594,500000006519
1532866782111	 /lazy-loading-with-intersection-observer-api/	 4g	233,000000007451	600,40000002482
1532866782891	 /lazy-loading-with-intersection-observer-api/	 4g	256,699999998091	719,40000000177
1532866783561	 /lazy-loading-with-intersection-observer-api/	 4g	214,100000011967	580,400000006193
1532866784298	 /lazy-loading-with-intersection-observer-api/	 4g	238,299999997253	656,79999999702
1532866784995	 /lazy-loading-with-intersection-observer-api/	 4g	318,999999988591	605,700000014622
1532866785665	 /lazy-loading-with-intersection-observer-api/	 4g	216,300000000047	579,800000006799
1532866786525	 /lazy-loading-with-intersection-observer-api/	 4g	258,600000001024	761,700000002747
1532866787288	 /lazy-loading-with-intersection-observer-api/	 4g	274,000000004889	659,500000008848
1532866787941	 /lazy-loading-with-intersection-observer-api/	 4g	174,299999984214	573,399999993853
1532866788637	 /lazy-loading-with-intersection-observer-api/	 4g	221,399999980349	595,29999998631
1532866789284	 /lazy-loading-with-intersection-observer-api/	 4g	225,199999986216	546,799999981886
1532866790050	 /lazy-loading-with-intersection-observer-api/	 4g	254,500000010012	657,500000001164
1532866790775	 /lazy-loading-with-intersection-observer-api/	 4g	209,200000012061	624,700000014855
1532866791473	 /lazy-loading-with-intersection-observer-api/	 4g	267,000000021653	643,100000015693
1532866792204	 /lazy-loading-with-intersection-observer-api/	 4g	267,499999987194	638,799999986077
1532866792881	 /lazy-loading-with-intersection-observer-api/	 4g	253,399999986868	572,799999994459
1532866793589	 /lazy-loading-with-intersection-observer-api/	 4g	244,799999985844	590,100000001257
1532866794287	 /lazy-loading-with-intersection-observer-api/	 4g	217,399999994086	568,700000003446
1532866795022	 /lazy-loading-with-intersection-observer-api/	 4g	248,90000000596	638,200000015786
1532866795794	 /lazy-loading-with-intersection-observer-api/	 4g	249,00000001071	683,700000023237
1532866796586	 /lazy-loading-with-intersection-observer-api/	 4g	245,900000008987	706,000000005588
1532866797216	 /lazy-loading-with-intersection-observer-api/	 4g	203,19999998901	550,300000002608
1532866797931	 /lazy-loading-with-intersection-observer-api/	 4g	234,10000000149	608,500000002096
1532866798723	 /lazy-loading-with-intersection-observer-api/	 4g	273,0000000156	690,600000001723
1532866799529	 /lazy-loading-with-intersection-observer-api/	 4g	290,500000002794	699,300000007497
1532866800228	 /lazy-loading-with-intersection-observer-api/	 4g	250,099999975646	610,09999999078
1532866800981	 /lazy-loading-with-intersection-observer-api/	 4g	257,199999992736	656,399999978021
1532866801619	 /lazy-loading-with-intersection-observer-api/	 4g	175,799999997253	567,399999999907
1532866802432	 /lazy-loading-with-intersection-observer-api/	 4g	318,599999998696	725,700000009965
1532866803334	 /lazy-loading-with-intersection-observer-api/	 4g	294,600000022911	744,100000010803
1532866804081	 /lazy-loading-with-intersection-observer-api/	 4g	337,399999989429	691,999999980908
1532866804817	 /lazy-loading-with-intersection-observer-api/	 4g	262,799999996787	637,199999997392
1532866805357	 /lazy-loading-with-intersection-observer-api/	 4g	199,900000006892	485,500000009779
1532866806278	 /lazy-loading-with-intersection-observer-api/	 4g	297,69999999553	790,200000017649
1532866807096	 /lazy-loading-with-intersection-observer-api/	 4g	317,799999989802	755,799999984447
1532866807857	 /lazy-loading-with-intersection-observer-api/	 4g	256,599999993341	641,399999993155
1532866808755	 /lazy-loading-with-intersection-observer-api/	 4g	327,999999979511	773,69999999064
1532866809506	 /lazy-loading-with-intersection-observer-api/	 4g	291,999999986729	697,999999974854
1532866810126	 /lazy-loading-with-intersection-observer-api/	 4g	192,799999989802	539,300000004005
1532866810906	 /lazy-loading-with-intersection-observer-api/	 4g	238,700000016252	682,800000009593
1532866811718	 /lazy-loading-with-intersection-observer-api/	 4g	243,799999996554	725,099999981467
1532866812640	 /lazy-loading-with-intersection-observer-api/	 4g	319,40000000759	816,099999996368
1532866813439	 /lazy-loading-with-intersection-observer-api/	 4g	287,500000005821	714,900000020862
1532866814206	 /lazy-loading-with-intersection-observer-api/	 4g	228,100000007544	631,699999998091
1532866814915	 /lazy-loading-with-intersection-observer-api/	 4g	247,399999992922	613,699999987148
1532866815789	 /lazy-loading-with-intersection-observer-api/	 4g	315,899999986868	763,299999991432
1532866816744	 /lazy-loading-with-intersection-observer-api/	 4g	386,300000012852	854,699999996228
1532866817445	 /lazy-loading-with-intersection-observer-api/	 4g	256,399999983842	641,00000000326
1532866818212	 /lazy-loading-with-intersection-observer-api/	 4g	209,399999992456	683,799999998882
1532866819078	 /lazy-loading-with-intersection-observer-api/	 4g	378,100000001723	819,300000002841
1532866819923	 /lazy-loading-with-intersection-observer-api/	 4g	275,300000008428	778,700000024401
1532866820726	 /lazy-loading-with-intersection-observer-api/	 4g	308,900000003632	754,699999990407
1532866821471	 /lazy-loading-with-intersection-observer-api/	 4g	210,599999991246	646,299999993062
1532866822173	 /lazy-loading-with-intersection-observer-api/	 4g	204,999999987194	622,199999983422
1532866822930	 /lazy-loading-with-intersection-observer-api/	 4g	261,499999993248	650,499999988824
1532866823712	 /lazy-loading-with-intersection-observer-api/	 4g	263,899999990826	644,700000004377
1532866824365	 /lazy-loading-with-intersection-observer-api/	 4g	200,199999992037	565,999999991618
1532866825061	 /lazy-loading-with-intersection-observer-api/	 4g	156,90000000177	551,500000001397
1532866825865	 /lazy-loading-with-intersection-observer-api/	 4g	208,799999993062	694,099999993341
1532866826580	 /lazy-loading-with-intersection-observer-api/	 4g	274,79999998468	660,700000007637
1532866827256	 /lazy-loading-with-intersection-observer-api/	 4g	250,599999999395	609,30000001099
1532866827902	 /lazy-loading-with-intersection-observer-api/	 4g	217,999999993481	566,200000001118
1532866828660	 /lazy-loading-with-intersection-observer-api/	 4g	209,399999992456	650,999999983469
1532866829388	 /lazy-loading-with-intersection-observer-api/	 4g	253,800000005867	684,000000008382
1532866830202	 /lazy-loading-with-intersection-observer-api/	 4g	249,400000000605	721,299999975599
1532866831160	 /lazy-loading-with-intersection-observer-api/	 4g	369,999999995343	891,200000012759
1532866831868	 /lazy-loading-with-intersection-observer-api/	 4g	244,999999995343	628,399999986868
1532866832639	 /lazy-loading-with-intersection-observer-api/	 4g	205,400000006193	680,800000001909
1532866833347	 /lazy-loading-with-intersection-observer-api/	 4g	214,299999992363	640,79999999376
1532866834072	 /lazy-loading-with-intersection-observer-api/	 4g	227,799999993294	636,599999997998
1532866834804	 /lazy-loading-with-intersection-observer-api/	 4g	252,899999992223	683,600000018487
1532866835459	 /lazy-loading-with-intersection-observer-api/	 4g	243,199999997159	607,599999988452
1532866836104	 /lazy-loading-with-intersection-observer-api/	 4g	207,900000008522	545,500000007451
1532866836893	 /lazy-loading-with-intersection-observer-api/	 4g	224,699999991572	685,499999992317
1532866837655	 /lazy-loading-with-intersection-observer-api/	 4g	255,600000004051	670,899999997346
1532866838352	 /lazy-loading-with-intersection-observer-api/	 4g	217,499999998836	620,599999994738
1532866839048	 /lazy-loading-with-intersection-observer-api/	 4g	220,999999990454	616,299999994226
1532866839728	 /lazy-loading-with-intersection-observer-api/	 4g	247,399999992922	582,399999984773
1532866840502	 /lazy-loading-with-intersection-observer-api/	 4g	274,299999990035	672,299999976531
1532866841494	 /lazy-loading-with-intersection-observer-api/	 4g	286,200000002282	773,199999995995
1532866842302	 /lazy-loading-with-intersection-observer-api/	 4g	223,800000007031	688,500000018394
1532866843047	 /lazy-loading-with-intersection-observer-api/	 4g	305,49999998766	698,000000003958
1532866843736	 /lazy-loading-with-intersection-observer-api/	 4g	250,79999997979	599,099999992177
1532866844425	 /lazy-loading-with-intersection-observer-api/	 4g	178,599999984726	597,999999998137
1532866845118	 /lazy-loading-with-intersection-observer-api/	 4g	312,799999985145	653,699999995297
1532866846103	 /lazy-loading-with-intersection-observer-api/	 4g	266,600000002654	818,999999988591
1532866846854	 /lazy-loading-with-intersection-observer-api/	 4g	222,299999993993	636,599999997998
1532866847615	 /lazy-loading-with-intersection-observer-api/	 4g	215,499999991152	634,499999985565
1532866848345	 /lazy-loading-with-intersection-observer-api/	 4g	224,399999977322	639,100000000326
1532866849271	 /lazy-loading-with-intersection-observer-api/	 4g	352,400000003399	860,19999999553
1532866850034	 /lazy-loading-with-intersection-observer-api/	 4g	281,59999998752	685,999999986962
1532866850772	 /lazy-loading-with-intersection-observer-api/	 4g	208,200000022771	636,800000007497
1532866851647	 /lazy-loading-with-intersection-observer-api/	 4g	284,599999984493	716,199999995297
1532866852327	 /lazy-loading-with-intersection-observer-api/	 4g	184,899999992922	600,600000005215
1532866853092	 /lazy-loading-with-intersection-observer-api/	 4g	255,600000004051	688,099999999395
1532866853816	 /lazy-loading-with-intersection-observer-api/	 4g	203,50000000326	623,800000001211
1532866854673	 /lazy-loading-with-intersection-observer-api/	 4g	235,799999994924	772,599999996601
1532866855327	 /lazy-loading-with-intersection-observer-api/	 4g	263,199999986682	569,699999992736
1532866856037	 /lazy-loading-with-intersection-observer-api/	 4g	140,500000008615	553,400000004331
1532866856732	 /lazy-loading-with-intersection-observer-api/	 4g	203,999999997905	621,400000003632
1532866857337	 /lazy-loading-with-intersection-observer-api/	 4g	213,900000002468	563,000000023749
1532866858177	 /lazy-loading-with-intersection-observer-api/	 4g	258,600000001024	669,200000003912
1532866858972	 /lazy-loading-with-intersection-observer-api/	 4g	272,499999991851	718,20000000298
1532866859656	 /lazy-loading-with-intersection-observer-api/	 4g	205,199999996694	601,800000004005
1532866860367	 /lazy-loading-with-intersection-observer-api/	 4g	176,000000006752	628,800000005867
1532866861165	 /lazy-loading-with-intersection-observer-api/	 4g	293,600000004517	731,899999984307
1532866861801	 /lazy-loading-with-intersection-observer-api/	 4g	201,999999990221	559,999999997672
1532866862450	 /lazy-loading-with-intersection-observer-api/	 4g	195,29999999213	573,399999993853
1532866863216	 /lazy-loading-with-intersection-observer-api/	 4g	222,000000008848	618,500000011409
1532866863908	 /lazy-loading-with-intersection-observer-api/	 4g	197,100000019418	608,700000011595
1532866864714	 /lazy-loading-with-intersection-observer-api/	 4g	259,499999985564	741,099999984726
1532866865528	 /lazy-loading-with-intersection-observer-api/	 4g	256,90000000759	753,499999991618
1532866866265	 /lazy-loading-with-intersection-observer-api/	 4g	233,500000002095	651,699999987613
1532866866847	 /lazy-loading-with-intersection-observer-api/	 4g	271,700000012061	542,099999991478
1532866867638	 /lazy-loading-with-intersection-observer-api/	 4g	228,399999992689	740,999999979977
1532866868376	 /lazy-loading-with-intersection-observer-api/	 4g	209,299999987707	660,800000012387
1532866869102	 /lazy-loading-with-intersection-observer-api/	 4g	252,799999987474	558,499999984633
1532866869755	 /lazy-loading-with-intersection-observer-api/	 4g	192,600000009406	564,700000017183
1532866870526	 /lazy-loading-with-intersection-observer-api/	 4g	244,099999981699	686,699999991106
1532866871163	 /lazy-loading-with-intersection-observer-api/	 4g	195,199999987381	538,59999999986
1532866871824	 /lazy-loading-with-intersection-observer-api/	 4g	199,399999983143	626,09999999404
1532866872607	 /lazy-loading-with-intersection-observer-api/	 4g	216,400000004796	720,000000001164
1532866873409	 /lazy-loading-with-intersection-observer-api/	 4g	250	699,300000007497
1532866874127	 /lazy-loading-with-intersection-observer-api/	 4g	207,699999999022	636,600000027102
1532866874828	 /lazy-loading-with-intersection-observer-api/	 4g	215,599999995902	633,800000010524
1532866875492	 /lazy-loading-with-intersection-observer-api/	 4g	257,89999999688	612,899999978254
1532866876166	 /lazy-loading-with-intersection-observer-api/	 4g	216,199999995297	575,799999991432
1532866876888	 /lazy-loading-with-intersection-observer-api/	 4g	218,699999997625	641,8999999878
1532866877509	 /lazy-loading-with-intersection-observer-api/	 4g	179,799999983516	548,799999989569
1532866878244	 /lazy-loading-with-intersection-observer-api/	 4g	235,19999999553	635,800000018207
1532866878913	 /lazy-loading-with-intersection-observer-api/	 4g	239,299999986542	603,899999987334
1532866879579	 /lazy-loading-with-intersection-observer-api/	 4g	172,49999998603	584,600000001956
1532866880223	 /lazy-loading-with-intersection-observer-api/	 4g	208,100000018021	558,900000003632
1532866880918	 /lazy-loading-with-intersection-observer-api/	 4g	255,199999985052	595,09999997681
1532866881551	 /lazy-loading-with-intersection-observer-api/	 4g	173,099999985425	510,199999989709
1532866882119	 /lazy-loading-with-intersection-observer-api/	 4g	237,200000003213	521,500000002561
1532866882858	 /lazy-loading-with-intersection-observer-api/	 4g	240,500000014435	648,600000014994
1532866883499	 /lazy-loading-with-intersection-observer-api/	 4g	249,400000000605	589,199999987613
1532866884133	 /lazy-loading-with-intersection-observer-api/	 4g	183,900000003632	546,100000006845
1532866884819	 /lazy-loading-with-intersection-observer-api/	 4g	213,699999992969	615,200000000186
1532866885530	 /lazy-loading-with-intersection-observer-api/	 4g	253,599999996368	649,399999994785
1532866886163	 /lazy-loading-with-intersection-observer-api/	 4g	274,399999994785	557,800000009593
1532866886811	 /lazy-loading-with-intersection-observer-api/	 4g	153,800000000047	544,599999993807
1532866887548	 /lazy-loading-with-intersection-observer-api/	 4g	235,500000009779	654,500000004191
1532866888297	 /lazy-loading-with-intersection-observer-api/	 4g	226,900000008754	667,699999990873
1532866889038	 /lazy-loading-with-intersection-observer-api/	 4g	226,899999979651	664,4999999844
1532866889684	 /lazy-loading-with-intersection-observer-api/	 4g	202,099999994971	580,300000001444
1532866890271	 /lazy-loading-with-intersection-observer-api/	 4g	213,099999993574	549,499999993714
1532866890990	 /lazy-loading-with-intersection-observer-api/	 4g	282,899999991059	618,000000016764
1532866891722	 /lazy-loading-with-intersection-observer-api/	 4g	222,799999988638	629,899999999907
1532866892523	 /lazy-loading-with-intersection-observer-api/	 4g	255,499999999301	721,700000023702
1532866893105	 /lazy-loading-with-intersection-observer-api/	 4g	193,200000008801	507,79999999213
1532866893889	 /lazy-loading-with-intersection-observer-api/	 4g	211,500000004889	622,500000026776
1532866894659	 /lazy-loading-with-intersection-observer-api/	 4g	251,199999998789	684,999999997672
1532866895348	 /lazy-loading-with-intersection-observer-api/	 4g	211,40000000014	615,099999995437
1532866896036	 /lazy-loading-with-intersection-observer-api/	 4g	284,299999999348	657,099999982165
1532866896774	 /lazy-loading-with-intersection-observer-api/	 4g	252,699999982724	652,100000006612
